Period,March 24, 2018 -> Today at 2:59 PM,

,Time,Butler Trail - Crenshaw Bridge PC (Urban Trail)Butler Trail - Crenshaw Bridge PC (Urban Trail),Butler Trail - South Lamar PC (Urban Trail)Butler Trail - South Lamar PC (Urban Trail),Butler Trail - North Congress PC (Urban Trail)Butler Trail - North Congress PC (Urban Trail),Butler Trail - Longhorn Dam PC (Urban Trail)Butler Trail - Longhorn Dam PC (Urban Trail),Butler Trail - Crenshaw Bridge PC (Urban Trail)Channel 1 IN,Butler Trail - South Lamar PC (Urban Trail)Butler Trail (TBD) Pedestrians Eastbound,Butler Trail - North Congress PC (Urban Trail)Butler Trail (TBD) Pedestrians Eastbound,Butler Trail - Longhorn Dam PC (Urban Trail)Channel 1 IN,Butler Trail - Crenshaw Bridge PC (Urban Trail)Channel 2 OUT,Butler Trail - South Lamar PC (Urban Trail)Butler Trail (TBD) Pedestrians Westbound,Butler Trail - North Congress PC (Urban Trail)Butler Trail (TBD) Pedestrians Westbound,Butler Trail - Longhorn Dam PC (Urban Trail)Channel 2 OUT,Butler Trail - Crenshaw Bridge PC (Urban Trail)Channel 3 IN,Butler Trail - South Lamar PC (Urban Trail)Butler Trail (TBD) Cyclists Eastbound,Butler Trail - North Congress PC (Urban Trail)Butler Trail (TBD) Cyclists Eastbound,Butler Trail - Longhorn Dam PC (Urban Trail)Channel 3 IN,Butler Trail - Crenshaw Bridge PC (Urban Trail)Channel 4 OUT,Butler Trail - South Lamar PC (Urban Trail)Butler Trail (TBD) Cyclists Westbound,Butler Trail - North Congress PC (Urban Trail)Butler Trail (TBD) Cyclists Westbound,Butler Trail - Longhorn Dam PC (Urban Trail)Channel 4 OUT,
,Jul 23, 2018 4:30 AM,,,1,,,,1,,,,,,,,,,,,,,
,Jul 23, 2018 4:45 AM,,,,,,,,,,,,,,,,,,,,,
,Jul 23, 2018 5:00 AM,,1,,2,,1,,,,,,2,,,,,,,,,
,Jul 23, 2018 5:15 AM,,3,2,1,,1,1,,,2,1,1,,,,,,,,,
,Jul 23, 2018 5:30 AM,,9,5,4,,3,4,4,,3,1,,,2,,,,1,,,
,Jul 23, 2018 5:45 AM,,7,11,4,,4,1,1,,3,3,,,,3,3,,,4,,
,Jul 23, 2018 6:00 AM,,18,9,10,,12,4,,,6,2,3,,,1,,,,2,7,
,Jul 23, 2018 6:15 AM,,18,16,3,,13,3,3,,3,11,,,,,,,2,2,,
,Jul 23, 2018 6:30 AM,,30,15,19,,17,7,4,,12,6,11,,,1,1,,1,1,3,
,Jul 23, 2018 6:45 AM,,43,25,17,,22,11,6,,16,10,7,,2,3,1,,3,1,3,
,Jul 23, 2018 7:00 AM,,57,37,16,,29,5,5,,25,22,7,,3,4,3,,,6,1,
,Jul 23, 2018 7:15 AM,,54,24,11,,31,12,7,,21,11,2,,,1,1,,2,,1,
,Jul 23, 2018 7:30 AM,,66,30,15,,33,8,7,,30,15,7,,2,2,1,,1,5,,
,Jul 23, 2018 7:45 AM,,56,43,10,,28,11,4,,25,20,5,,2,7,,,1,5,1,
,Jul 23, 2018 8:00 AM,,55,34,17,,29,8,8,,20,22,6,,3,1,1,,3,3,2,
,Jul 23, 2018 8:15 AM,,55,29,5,,32,8,1,,20,11,1,,3,1,1,,,9,2,
,Jul 23, 2018 8:30 AM,,55,41,17,,23,10,8,,23,17,5,,5,1,2,,4,13,2,
,Jul 23, 2018 8:45 AM,,50,42,23,,28,11,5,,18,21,9,,4,3,5,,,7,4,
,Jul 23, 2018 9:00 AM,,46,44,18,,23,15,6,,18,16,3,,2,4,3,,3,9,6,
,Jul 23, 2018 9:15 AM,,44,38,9,,20,18,1,,17,11,3,,4,3,1,,3,6,4,
,Jul 23, 2018 9:30 AM,,51,40,7,,25,17,3,,20,11,,,5,4,1,,1,8,3,
,Jul 23, 2018 9:45 AM,,30,35,10,,19,12,3,,6,12,4,,3,3,2,,2,8,1,
,Jul 23, 2018 10:00 AM,,37,36,10,,22,12,1,,10,12,4,,3,8,1,,2,4,4,
,Jul 23, 2018 10:15 AM,,38,52,17,,22,15,7,,10,12,2,,5,9,6,,1,16,2,
,Jul 23, 2018 10:30 AM,,21,33,12,,16,11,5,,,14,1,,5,6,3,,,2,3,
,Jul 23, 2018 10:45 AM,,27,48,11,,15,27,2,,6,11,4,,3,4,1,,3,6,4,
,Jul 23, 2018 11:00 AM,,26,33,42,,14,15,13,,8,10,28,,2,2,,,2,6,1,
,Jul 23, 2018 11:15 AM,,21,19,5,,5,6,2,,2,5,1,,9,6,1,,5,2,1,
,Jul 23, 2018 11:30 AM,,27,34,3,,14,13,,,8,12,1,,2,7,1,,3,2,1,
,Jul 23, 2018 11:45 AM,,16,19,14,,4,6,4,,2,6,3,,4,4,3,,6,3,4,
,Jul 23, 2018 12:00 PM,,13,29,15,,5,11,6,,4,11,3,,1,4,4,,3,3,2,
,Jul 23, 2018 12:15 PM,,17,23,8,,7,3,2,,3,5,2,,4,6,,,3,9,4,
,Jul 23, 2018 12:30 PM,,21,24,10,,8,6,2,,6,9,3,,2,4,1,,5,5,4,
,Jul 23, 2018 12:45 PM,,16,24,49,,6,7,36,,6,9,10,,1,4,1,,3,4,2,
,Jul 23, 2018 1:00 PM,,21,11,6,,10,2,3,,2,4,,,5,1,3,,4,4,,
,Jul 23, 2018 1:15 PM,,7,24,5,,4,10,3,,,9,2,,3,3,,,,2,,
,Jul 23, 2018 1:30 PM,,6,11,11,,3,4,3,,2,1,5,,,4,1,,1,2,2,
,Jul 23, 2018 1:45 PM,,18,18,4,,3,9,,,11,2,2,,1,4,,,3,3,2,
,Jul 23, 2018 2:00 PM,,27,28,2,,9,9,1,,4,10,,,11,4,,,3,5,1,
,Jul 23, 2018 2:15 PM,,18,36,8,,5,6,2,,3,8,1,,4,17,4,,6,5,1,
,Jul 23, 2018 2:30 PM,,11,13,18,,5,5,4,,1,4,10,,1,3,,,4,1,4,
,Jul 23, 2018 2:45 PM,,10,21,8,,4,8,2,,3,6,2,,2,3,,,1,4,4,
,Jul 23, 2018 3:00 PM,,15,10,5,,10,2,4,,3,3,,,2,2,,,,3,1,
,Jul 23, 2018 3:15 PM,,7,22,7,,5,7,2,,,3,3,,1,3,2,,1,9,,
,Jul 23, 2018 3:30 PM,,16,7,5,,7,2,1,,8,1,2,,1,3,,,,1,2,
,Jul 23, 2018 3:45 PM,,11,10,5,,4,6,1,,2,3,2,,2,1,1,,3,,1,
,Jul 23, 2018 4:00 PM,,11,18,5,,5,6,1,,1,9,2,,2,3,1,,3,,1,
,Jul 23, 2018 4:15 PM,,10,33,4,,5,12,1,,4,9,3,,1,5,,,,7,,
,Jul 23, 2018 4:30 PM,,15,8,7,,6,3,2,,2,2,1,,4,3,2,,3,,2,
,Jul 23, 2018 4:45 PM,,17,21,9,,5,13,3,,3,7,3,,3,1,1,,6,,2,
,Jul 23, 2018 5:00 PM,,10,15,3,,4,6,1,,1,4,1,,5,5,1,,,,,
,Jul 23, 2018 5:15 PM,,13,21,5,,6,2,1,,2,9,3,,4,8,,,1,2,1,
,Jul 23, 2018 5:30 PM,,23,16,17,,12,5,5,,5,6,6,,4,4,3,,2,1,3,
,Jul 23, 2018 5:45 PM,,25,20,6,,10,6,2,,6,1,1,,5,10,1,,4,3,2,
,Jul 23, 2018 6:00 PM,,26,19,17,,12,10,4,,6,2,8,,7,4,,,1,3,5,
,Jul 23, 2018 6:15 PM,,24,23,19,,14,8,8,,3,7,6,,4,6,1,,3,2,4,
,Jul 23, 2018 6:30 PM,,33,23,14,,16,12,8,,10,4,4,,4,5,2,,3,2,,
,Jul 23, 2018 6:45 PM,,39,33,22,,27,18,8,,9,9,5,,3,2,4,,,4,5,
,Jul 23, 2018 7:00 PM,,45,36,20,,26,22,11,,11,9,1,,2,5,3,,6,,5,
,Jul 23, 2018 7:15 PM,,30,45,28,,16,22,14,,8,13,8,,5,7,2,,1,3,4,
,Jul 23, 2018 7:30 PM,,44,47,19,,29,15,10,,9,15,5,,6,12,3,,,5,1,
,Jul 23, 2018 7:45 PM,,42,48,8,,28,17,4,,10,20,2,,2,8,1,,2,3,1,
,Jul 23, 2018 8:00 PM,,35,42,18,,14,11,7,,13,17,2,,7,9,2,,1,5,7,
,Jul 23, 2018 8:15 PM,,26,60,19,,16,27,7,,2,15,3,,5,11,4,,3,7,5,
,Jul 23, 2018 8:30 PM,,25,31,16,,17,18,1,,6,12,5,,1,,2,,1,1,8,
,Jul 23, 2018 8:45 PM,,20,14,10,,10,8,4,,3,6,4,,5,,2,,2,,,
,Jul 23, 2018 9:00 PM,,7,18,8,,6,8,4,,,6,1,,1,3,,,,1,3,
,Jul 23, 2018 9:15 PM,,6,11,4,,2,7,4,,3,,,,1,1,,,,3,,
,Jul 23, 2018 9:30 PM,,5,3,4,,3,2,1,,2,,1,,,1,2,,,,,
,Jul 23, 2018 9:45 PM,,4,4,1,,,,,,,4,,,4,,1,,,,,
,Jul 23, 2018 10:00 PM,,1,2,1,,,,,,,,,,1,2,1,,,,,
,Jul 23, 2018 10:15 PM,,,,8,,,,4,,,,2,,,,,,,,2,
,Jul 23, 2018 10:30 PM,,1,,2,,,,,,,,1,,,,1,,1,,,
,Jul 23, 2018 10:45 PM,,,1,,,,,,,,1,,,,,,,,,,
,Jul 23, 2018 11:00 PM,,,,2,,,,1,,,,1,,,,,,,,,
,Jul 23, 2018 11:15 PM,,,3,,,,,,,,,,,,2,,,,1,,
,Jul 23, 2018 11:30 PM,,,,1,,,,1,,,,,,,,,,,,,
,Jul 23, 2018 11:45 PM,,,1,6,,,1,5,,,,,,,,,,,,1,
,Jul 24, 2018 12:00 AM,,,4,3,,,,,,,,1,,,1,,,,3,2,
,Jul 24, 2018 12:15 AM,,1,,,,1,,,,,,,,,,,,,,,
,Jul 24, 2018 12:30 AM,,,2,,,,2,,,,,,,,,,,,,,
,Jul 24, 2018 12:45 AM,,,3,1,,,,,,,3,1,,,,,,,,,
,Jul 24, 2018 1:00 AM,,,1,,,,,,,,,,,,1,,,,,,
,Jul 24, 2018 1:15 AM,,,,,,,,,,,,,,,,,,,,,
,Jul 24, 2018 1:30 AM,,,4,,,,,,,,,,,,2,,,,2,,
,Jul 24, 2018 1:45 AM,,,,2,,,,1,,,,1,,,,,,,,,
,Jul 24, 2018 2:00 AM,,,,,,,,,,,,,,,,,,,,,
,Jul 24, 2018 2:15 AM,,,,2,,,,1,,,,1,,,,,,,,,
,Jul 24, 2018 2:30 AM,,,,,,,,,,,,,,,,,,,,,
,Jul 24, 2018 2:45 AM,,1,,1,,1,,1,,,,,,,,,,,,,
,Jul 24, 2018 3:00 AM,,,,,,,,,,,,,,,,,,,,,
,Jul 24, 2018 3:15 AM,,,,3,,,,,,,,2,,,,1,,,,,
,Jul 24, 2018 3:30 AM,,,,1,,,,,,,,,,,,1,,,,,
,Jul 24, 2018 3:45 AM,,,1,2,,,,1,,,,,,,1,,,,,1,
,Jul 24, 2018 4:00 AM,,,,10,,,,6,,,,4,,,,,,,,,
,Jul 24, 2018 4:15 AM,,,,,,,,,,,,,,,,,,,,,
,Jul 24, 2018 4:30 AM,,1,1,1,,1,,,,,1,1,,,,,,,,,
,Jul 24, 2018 4:45 AM,,,,1,,,,1,,,,,,,,,,,,,
,Jul 24, 2018 5:00 AM,,1,,,,,,,,,,,,1,,,,,,,
,Jul 24, 2018 5:15 AM,,4,2,1,,1,,,,2,,1,,1,2,,,,,,
,Jul 24, 2018 5:30 AM,,4,,2,,4,,1,,,,,,,,1,,,,,
,Jul 24, 2018 5:45 AM,,6,1,3,,5,,1,,,,1,,,1,1,,1,,,
,Jul 24, 2018 6:00 AM,,6,6,24,,4,4,21,,2,1,3,,,1,,,,,,
,Jul 24, 2018 6:15 AM,,11,16,13,,3,7,11,,2,9,1,,3,,1,,3,,,
,Jul 24, 2018 6:30 AM,,10,30,3,,5,14,,,5,9,2,,,2,,,,5,1,
,Jul 24, 2018 6:45 AM,,26,18,17,,17,7,3,,5,7,4,,2,2,8,,2,2,2,
,Jul 24, 2018 7:00 AM,,30,25,17,,20,7,7,,4,12,4,,3,3,4,,3,3,2,
,Jul 24, 2018 7:15 AM,,42,43,22,,25,9,13,,11,25,6,,4,3,3,,2,6,,
,Jul 24, 2018 7:30 AM,,21,52,16,,11,15,9,,7,28,4,,1,2,,,2,7,3,
,Jul 24, 2018 7:45 AM,,30,53,22,,16,20,7,,11,22,9,,2,3,1,,1,8,5,
,Jul 24, 2018 8:00 AM,,27,51,19,,16,11,6,,7,33,7,,2,1,3,,2,6,3,
,Jul 24, 2018 8:15 AM,,43,39,14,,21,14,3,,16,16,7,,3,3,2,,3,6,2,
,Jul 24, 2018 8:30 AM,,37,48,11,,16,7,2,,11,20,3,,4,4,4,,6,17,2,
,Jul 24, 2018 8:45 AM,,39,33,17,,12,13,6,,16,9,7,,8,3,1,,3,8,3,
,Jul 24, 2018 9:00 AM,,26,38,7,,15,9,5,,6,22,,,3,2,,,2,5,2,
,Jul 24, 2018 9:15 AM,,30,33,10,,10,11,5,,14,14,,,3,1,2,,3,7,3,
,Jul 24, 2018 9:30 AM,,64,23,5,,26,12,4,,29,9,,,5,1,,,4,1,1,
,Jul 24, 2018 9:45 AM,,38,25,10,,21,5,4,,12,17,,,2,1,5,,3,2,1,
,Jul 24, 2018 10:00 AM,,34,23,21,,18,7,10,,13,3,4,,1,3,4,,2,10,3,
,Jul 24, 2018 10:15 AM,,31,35,6,,15,11,1,,9,6,4,,4,7,,,3,11,1,
,Jul 24, 2018 10:30 AM,,35,20,8,,12,5,3,,14,6,1,,6,3,1,,3,6,3,
,Jul 24, 2018 10:45 AM,,34,34,8,,23,7,4,,8,9,2,,3,5,,,,13,2,
,Jul 24, 2018 11:00 AM,,23,14,3,,9,6,,,8,5,,,1,1,1,,5,2,2,
,Jul 24, 2018 11:15 AM,,27,12,6,,14,1,,,10,4,2,,3,5,2,,,2,2,
,Jul 24, 2018 11:30 AM,,22,26,14,,12,4,6,,5,7,2,,1,9,1,,4,6,5,
,Jul 24, 2018 11:45 AM,,23,17,11,,10,7,2,,5,3,1,,2,5,1,,6,2,7,
,Jul 24, 2018 12:00 PM,,36,19,3,,14,3,,,6,10,1,,9,4,,,7,2,2,
,Jul 24, 2018 12:15 PM,,26,26,4,,10,7,,,7,11,,,4,6,1,,5,2,3,
,Jul 24, 2018 12:30 PM,,29,19,3,,18,11,1,,6,2,,,2,2,1,,3,4,1,
,Jul 24, 2018 12:45 PM,,13,23,10,,4,10,3,,5,8,,,2,3,5,,2,2,2,
,Jul 24, 2018 1:00 PM,,7,12,6,,2,1,3,,3,2,,,1,2,1,,1,7,2,
,Jul 24, 2018 1:15 PM,,6,8,6,,2,4,2,,,2,2,,2,1,1,,2,1,1,
,Jul 24, 2018 1:30 PM,,8,22,6,,4,10,2,,2,2,1,,2,5,2,,,5,1,
,Jul 24, 2018 1:45 PM,,10,20,10,,3,6,3,,2,3,2,,4,2,1,,1,9,4,
,Jul 24, 2018 2:00 PM,,15,9,5,,7,4,4,,1,,,,6,2,1,,1,3,,
,Jul 24, 2018 2:15 PM,,8,19,12,,1,4,2,,5,2,5,,2,11,,,,2,5,
,Jul 24, 2018 2:30 PM,,14,12,5,,4,7,2,,7,2,,,,2,1,,3,1,2,
,Jul 24, 2018 2:45 PM,,10,11,5,,2,4,2,,3,4,1,,2,,1,,3,3,1,
,Jul 24, 2018 3:00 PM,,11,8,17,,2,1,10,,,3,4,,2,3,3,,7,1,,
,Jul 24, 2018 3:15 PM,,12,12,3,,4,1,1,,2,,,,4,7,1,,2,4,1,
,Jul 24, 2018 3:30 PM,,18,19,7,,2,6,1,,4,3,2,,11,9,2,,1,1,2,
,Jul 24, 2018 3:45 PM,,13,9,12,,4,5,9,,2,,1,,2,1,1,,5,3,1,
,Jul 24, 2018 4:00 PM,,8,12,3,,4,1,1,,1,1,1,,2,4,,,1,6,1,
,Jul 24, 2018 4:15 PM,,7,25,17,,2,6,4,,4,8,6,,1,7,2,,,4,5,
,Jul 24, 2018 4:30 PM,,7,26,12,,5,6,3,,2,5,2,,,14,4,,,1,3,
,Jul 24, 2018 4:45 PM,,13,18,12,,3,1,2,,3,2,2,,4,11,2,,3,4,6,
,Jul 24, 2018 5:00 PM,,11,27,11,,7,7,1,,3,3,2,,1,11,2,,,6,6,
,Jul 24, 2018 5:15 PM,,19,26,18,,7,6,8,,4,3,6,,2,10,2,,6,7,2,
,Jul 24, 2018 5:30 PM,,20,32,11,,8,16,1,,3,4,5,,7,5,,,2,7,5,
,Jul 24, 2018 5:45 PM,,22,20,20,,9,6,7,,5,4,6,,6,5,2,,2,5,5,
,Jul 24, 2018 6:00 PM,,22,25,25,,12,14,10,,1,4,5,,5,7,4,,4,,6,
,Jul 24, 2018 6:15 PM,,31,37,14,,21,13,9,,2,5,2,,7,12,2,,1,7,1,
,Jul 24, 2018 6:30 PM,,23,34,8,,10,12,1,,3,4,4,,7,8,1,,3,10,2,
,Jul 24, 2018 6:45 PM,,22,40,12,,10,17,2,,1,6,4,,6,13,3,,5,4,3,
,Jul 24, 2018 7:00 PM,,29,38,28,,10,12,11,,6,15,7,,8,8,5,,5,3,5,
,Jul 24, 2018 7:15 PM,,32,25,15,,17,8,5,,2,4,5,,8,7,2,,5,6,3,
,Jul 24, 2018 7:30 PM,,26,36,22,,11,14,13,,4,8,,,7,5,7,,4,9,2,
,Jul 24, 2018 7:45 PM,,20,56,33,,12,21,9,,4,20,9,,2,7,3,,2,8,12,
,Jul 24, 2018 8:00 PM,,23,53,24,,11,19,8,,5,18,7,,5,5,4,,2,11,5,
,Jul 24, 2018 8:15 PM,,23,55,18,,14,18,3,,,25,8,,4,5,5,,5,7,2,
,Jul 24, 2018 8:30 PM,,24,65,8,,10,18,3,,2,34,,,7,7,1,,5,6,4,
,Jul 24, 2018 8:45 PM,,16,20,14,,8,12,6,,1,3,3,,4,3,4,,3,2,1,
,Jul 24, 2018 9:00 PM,,9,18,7,,3,3,2,,1,8,1,,3,3,2,,2,4,2,
,Jul 24, 2018 9:15 PM,,6,3,,,1,,,,3,1,,,1,1,,,1,1,,
,Jul 24, 2018 9:30 PM,,1,3,7,,,,4,,,3,3,,1,,,,,,,
,Jul 24, 2018 9:45 PM,,2,6,,,1,1,,,1,,,,,1,,,,4,,
,Jul 24, 2018 10:00 PM,,7,,,,2,,,,3,,,,2,,,,,,,
,Jul 24, 2018 10:15 PM,,,3,1,,,,,,,2,,,,1,1,,,,,
,Jul 24, 2018 10:30 PM,,2,7,,,1,1,,,1,1,,,,3,,,,2,,
,Jul 24, 2018 10:45 PM,,1,,3,,1,,,,,,1,,,,1,,,,1,
,Jul 24, 2018 11:00 PM,,,,4,,,,,,,,2,,,,2,,,,,
,Jul 24, 2018 11:15 PM,,2,,,,1,,,,1,,,,,,,,,,,
,Jul 24, 2018 11:30 PM,,,1,1,,,1,,,,,,,,,1,,,,,
,Jul 24, 2018 11:45 PM,,,1,3,,,,,,,,1,,,1,1,,,,1,
,Jul 25, 2018 12:00 AM,,,,2,,,,,,,,,,,,,,,,2,
,Jul 25, 2018 12:15 AM,,,,,,,,,,,,,,,,,,,,,
,Jul 25, 2018 12:30 AM,,1,,1,,1,,,,,,,,,,,,,,1,
,Jul 25, 2018 12:45 AM,,,,3,,,,2,,,,1,,,,,,,,,
,Jul 25, 2018 1:00 AM,,,,1,,,,1,,,,,,,,,,,,,
,Jul 25, 2018 1:15 AM,,1,,,,1,,,,,,,,,,,,,,,
,Jul 25, 2018 1:30 AM,,,,1,,,,,,,,1,,,,,,,,,
,Jul 25, 2018 1:45 AM,,,,1,,,,1,,,,,,,,,,,,,
,Jul 25, 2018 2:00 AM,,,,1,,,,,,,,,,,,1,,,,,
,Jul 25, 2018 2:15 AM,,,2,,,,,,,,,,,,1,,,,1,,
,Jul 25, 2018 2:30 AM,,,,1,,,,,,,,1,,,,,,,,,
,Jul 25, 2018 2:45 AM,,,,,,,,,,,,,,,,,,,,,
,Jul 25, 2018 3:00 AM,,,,3,,,,,,,,2,,,,,,,,1,
,Jul 25, 2018 3:15 AM,,,,1,,,,,,,,,,,,1,,,,,
,Jul 25, 2018 3:30 AM,,1,,,,,,,,,,,,1,,,,,,,
,Jul 25, 2018 3:45 AM,,,,1,,,,,,,,,,,,1,,,,,
,Jul 25, 2018 4:00 AM,,1,1,,,,,,,1,,,,,1,,,,,,
,Jul 25, 2018 4:15 AM,,2,,,,1,,,,,,,,1,,,,,,,
,Jul 25, 2018 4:30 AM,,1,,1,,1,,,,,,,,,,1,,,,,
,Jul 25, 2018 4:45 AM,,,1,,,,,,,,,,,,1,,,,,,
,Jul 25, 2018 5:00 AM,,2,1,,,,1,,,1,,,,1,,,,,,,
,Jul 25, 2018 5:15 AM,,3,2,,,2,,,,1,2,,,,,,,,,,
,Jul 25, 2018 5:30 AM,,11,1,1,,9,1,,,2,,,,,,,,,,1,
,Jul 25, 2018 5:45 AM,,12,8,7,,7,1,1,,4,1,2,,1,3,,,,3,4,
,Jul 25, 2018 6:00 AM,,15,6,7,,9,2,2,,6,3,1,,,1,2,,,,2,
,Jul 25, 2018 6:15 AM,,38,17,8,,23,1,4,,15,13,1,,,2,1,,,1,2,
,Jul 25, 2018 6:30 AM,,35,16,12,,17,3,3,,17,11,8,,1,1,,,,1,1,
,Jul 25, 2018 6:45 AM,,47,31,15,,24,4,4,,20,22,6,,1,2,3,,2,3,2,
,Jul 25, 2018 7:00 AM,,72,28,17,,36,3,10,,32,17,4,,1,4,1,,3,4,2,
,Jul 25, 2018 7:15 AM,,75,38,19,,44,14,9,,26,16,7,,2,4,1,,3,4,2,
,Jul 25, 2018 7:30 AM,,71,40,13,,37,20,4,,28,15,5,,5,2,,,1,3,4,
,Jul 25, 2018 7:45 AM,,50,38,18,,30,13,11,,16,21,3,,3,3,2,,1,1,2,
,Jul 25, 2018 8:00 AM,,48,31,12,,23,8,4,,20,13,5,,2,6,,,3,4,3,
,Jul 25, 2018 8:15 AM,,48,32,18,,27,8,8,,16,10,4,,3,3,5,,2,11,1,
,Jul 25, 2018 8:30 AM,,38,45,21,,20,12,7,,11,15,5,,3,5,7,,4,13,2,
,Jul 25, 2018 8:45 AM,,39,32,10,,18,7,2,,17,12,2,,2,6,1,,2,7,5,
,Jul 25, 2018 9:00 AM,,42,31,12,,19,8,5,,16,14,5,,3,1,2,,4,8,,
,Jul 25, 2018 9:15 AM,,42,26,15,,24,10,9,,16,11,3,,1,1,2,,1,4,1,
,Jul 25, 2018 9:30 AM,,45,28,10,,24,5,3,,18,15,4,,3,1,1,,,7,2,
,Jul 25, 2018 9:45 AM,,48,34,9,,30,12,2,,16,12,2,,1,4,2,,1,6,3,
,Jul 25, 2018 10:00 AM,,53,11,10,,21,6,7,,30,3,1,,1,1,2,,1,1,,
,Jul 25, 2018 10:15 AM,,31,34,11,,12,11,1,,13,6,8,,2,7,1,,4,10,1,
,Jul 25, 2018 10:30 AM,,32,24,12,,12,7,2,,15,5,3,,2,5,3,,3,7,4,
,Jul 25, 2018 10:45 AM,,36,27,7,,13,10,3,,12,7,3,,5,8,,,6,2,1,
,Jul 25, 2018 11:00 AM,,29,26,12,,15,12,3,,13,4,4,,1,8,1,,,2,4,
,Jul 25, 2018 11:15 AM,,20,27,7,,6,7,3,,9,5,2,,3,10,1,,2,5,1,
,Jul 25, 2018 11:30 AM,,39,40,9,,21,1,3,,11,8,3,,4,12,1,,3,19,2,
,Jul 25, 2018 11:45 AM,,36,16,9,,12,4,5,,11,3,1,,10,5,,,3,4,3,
,Jul 25, 2018 12:00 PM,,33,14,17,,13,3,5,,11,2,5,,4,8,5,,5,1,2,
,Jul 25, 2018 12:15 PM,,20,27,16,,9,6,6,,7,9,2,,4,7,5,,,5,3,
,Jul 25, 2018 12:30 PM,,19,32,19,,11,9,6,,8,18,4,,,2,5,,,3,4,
,Jul 25, 2018 12:45 PM,,16,28,10,,5,11,4,,8,11,5,,1,4,1,,2,2,,
,Jul 25, 2018 1:00 PM,,18,38,7,,7,13,3,,6,15,2,,4,2,,,1,8,2,
,Jul 25, 2018 1:15 PM,,13,9,9,,2,2,3,,5,3,2,,2,2,4,,4,2,,
,Jul 25, 2018 1:30 PM,,15,15,7,,5,8,,,6,5,3,,2,,1,,2,2,3,
,Jul 25, 2018 1:45 PM,,11,11,5,,2,8,2,,6,2,,,1,,3,,2,1,,
,Jul 25, 2018 2:00 PM,,16,11,7,,9,4,3,,5,2,1,,,5,1,,2,,2,
,Jul 25, 2018 2:15 PM,,5,25,,,3,9,,,1,5,,,,6,,,1,5,,
,Jul 25, 2018 2:30 PM,,9,6,2,,3,3,,,2,3,,,3,,,,1,,2,
,Jul 25, 2018 2:45 PM,,7,14,9,,2,5,5,,3,2,,,,7,3,,2,,1,
,Jul 25, 2018 3:00 PM,,10,14,8,,5,5,3,,5,,3,,,6,1,,,3,1,
,Jul 25, 2018 3:15 PM,,7,11,5,,,6,,,2,3,3,,3,2,,,2,,2,
,Jul 25, 2018 3:30 PM,,8,43,2,,5,10,,,1,3,1,,1,27,1,,1,3,,
,Jul 25, 2018 3:45 PM,,15,12,3,,4,4,,,5,2,2,,4,3,,,2,3,1,
,Jul 25, 2018 4:00 PM,,15,13,4,,7,4,,,5,3,2,,2,4,,,1,2,2,
,Jul 25, 2018 4:15 PM,,7,14,5,,,2,,,4,5,1,,2,7,,,1,,4,
,Jul 25, 2018 4:30 PM,,11,20,14,,1,9,4,,6,5,2,,2,5,2,,2,1,6,
,Jul 25, 2018 4:45 PM,,12,20,2,,4,6,1,,2,5,1,,4,8,,,2,1,,
,Jul 25, 2018 5:00 PM,,12,20,6,,6,6,2,,3,2,2,,2,11,,,1,1,2,
,Jul 25, 2018 5:15 PM,,17,30,17,,3,12,6,,8,8,4,,1,9,3,,5,1,4,
,Jul 25, 2018 5:30 PM,,10,21,20,,8,7,4,,,7,7,,2,4,4,,,3,5,
,Jul 25, 2018 5:45 PM,,29,27,6,,17,6,4,,4,4,,,5,10,2,,3,7,,
,Jul 25, 2018 6:00 PM,,22,44,23,,11,17,5,,4,5,6,,4,12,5,,3,10,7,
,Jul 25, 2018 6:15 PM,,28,34,23,,16,15,12,,4,4,8,,5,10,1,,3,5,2,
,Jul 25, 2018 6:30 PM,,28,29,17,,13,11,3,,5,5,8,,7,11,,,3,2,6,
,Jul 25, 2018 6:45 PM,,29,23,17,,13,12,8,,7,5,3,,2,4,2,,7,2,4,
,Jul 25, 2018 7:00 PM,,38,24,10,,13,14,5,,10,5,,,10,2,2,,5,3,3,
,Jul 25, 2018 7:15 PM,,23,49,20,,11,18,12,,2,7,2,,6,17,4,,4,7,2,
,Jul 25, 2018 7:30 PM,,36,52,18,,21,19,4,,3,20,7,,9,7,1,,3,6,6,
,Jul 25, 2018 7:45 PM,,25,57,24,,8,17,10,,3,20,8,,7,8,2,,7,12,4,
,Jul 25, 2018 8:00 PM,,26,54,13,,11,7,6,,3,28,,,7,11,4,,5,8,3,
,Jul 25, 2018 8:15 PM,,20,47,22,,8,14,7,,6,25,6,,4,4,3,,2,4,6,
,Jul 25, 2018 8:30 PM,,23,106,15,,6,50,7,,3,41,4,,7,8,1,,7,7,3,
,Jul 25, 2018 8:45 PM,,6,45,20,,2,13,9,,,24,7,,3,3,2,,1,5,2,
,Jul 25, 2018 9:00 PM,,9,12,41,,1,,4,,,4,17,,5,3,,,3,5,20,
,Jul 25, 2018 9:15 PM,,7,7,5,,5,1,1,,,2,1,,1,2,1,,1,2,2,
,Jul 25, 2018 9:30 PM,,,8,4,,,,,,,3,3,,,2,,,,3,1,
,Jul 25, 2018 9:45 PM,,3,1,2,,1,,,,,,1,,1,1,,,1,,1,
,Jul 25, 2018 10:00 PM,,1,3,,,,,,,,1,,,1,2,,,,,,
